,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Model
949,Hyundai Verna CRDi SX,Hyderabad,2013,82966,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5,,7.2,12,Hyundai,VernaCRDi
955,Hyundai i20 1.2 Asta,Delhi,2013,71000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,3.65,12,Hyundai,i201.2
956,Hyundai i20 Sportz Diesel,Delhi,2012,71000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,3.7,13,Hyundai,i20Sportz
958,Hyundai Xcent 1.2 Kappa Base,Kochi,2016,48163,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,,4.85,9,Hyundai,Xcent1.2
959,Hyundai Grand i10 AT Asta,Coimbatore,2017,19168,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,6.93,8,Hyundai,Grandi10
967,Hyundai i10 Era,Jaipur,2008,84000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,,1.8,17,Hyundai,i10Era
971,Hyundai Accent GLS 1.6,Jaipur,2004,47300,Petrol,Manual,Second,14.4 kmpl,1599 CC,94 bhp,5,,1.2,21,Hyundai,AccentGLS
976,Hyundai i20 1.2 Sportz,Pune,2011,41980,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5,,3.3,14,Hyundai,i201.2
983,Hyundai Accent GLE,Ahmedabad,2010,58000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5,,2.5,15,Hyundai,AccentGLE
996,Hyundai Santro Xing GL,Pune,2008,93000,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5,,1.45,17,Hyundai,SantroXing
998,Hyundai Grand i10 AT Asta,Pune,2014,37632,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,4.5,11,Hyundai,Grandi10
1002,Hyundai Verna 1.6 SX VTVT (O) AT,Coimbatore,2012,54957,Petrol,Automatic,First,17.1 kmpl,1591 CC,121.4 bhp,5,,5.37,13,Hyundai,Verna1.6
1007,Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,26000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,6.2,10,Hyundai,i20Sportz
1014,Hyundai i20 1.2 Magna,Kolkata,2010,18000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,2.25,15,Hyundai,i201.2
1015,Hyundai Verna 1.6 SX,Ahmedabad,2014,63003,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,6.75,11,Hyundai,Verna1.6
1023,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Bangalore,2014,67000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,5.5,11,Hyundai,i20Asta
1033,Hyundai Xcent 1.1 CRDi S,Coimbatore,2016,14656,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,6.99,9,Hyundai,Xcent1.1
1042,Hyundai Xcent 1.1 CRDi S,Chennai,2016,80000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,3.5,9,Hyundai,Xcent1.1
1045,Hyundai Grand i10 Asta Option,Coimbatore,2016,44178,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.88,9,Hyundai,Grandi10
1047,Hyundai i20 1.2 Magna,Kolkata,2015,35000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,4.6,10,Hyundai,i201.2
1059,Hyundai Santro Xing GL,Hyderabad,2010,58163,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5,,2.45,15,Hyundai,SantroXing
1062,Hyundai i10 Era 1.1,Delhi,2012,51000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,,2.2,13,Hyundai,i10Era
1064,Hyundai i10 Sportz,Kolkata,2009,43002,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,1.92,16,Hyundai,i10Sportz
1067,Hyundai Grand i10 Sportz,Kolkata,2013,29000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,3.2,12,Hyundai,Grandi10
1070,Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,2010,93401,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,3.48,15,Hyundai,i20Asta
1081,Hyundai i20 1.2 Sportz Option,Bangalore,2010,61000,Petrol,Manual,Fourth & Above,17.0 kmpl,1197 CC,80 bhp,5,,3.25,15,Hyundai,i201.2
1085,Hyundai Creta 1.6 VTVT S,Kochi,2016,36855,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,5,,8.77,9,Hyundai,Creta1.6
1086,Hyundai i10 Magna 1.2,Kochi,2013,46821,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.42,12,Hyundai,i10Magna
1091,Hyundai i10 Asta AT,Mumbai,2011,64984,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,,3.45,14,Hyundai,i10Asta
1095,Hyundai EON D Lite Plus,Hyderabad,2013,17729,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3.65,12,Hyundai,EOND
1097,Hyundai Verna CRDi 1.6 SX Option,Kochi,2014,89614,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5,15.57 Lakh,6.01,11,Hyundai,VernaCRDi
1099,Hyundai i20 Sportz Option,Chennai,2012,50000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,4.0,13,Hyundai,i20Sportz
1102,Hyundai Verna CRDi SX,Pune,2012,94900,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5,,5.35,13,Hyundai,VernaCRDi
1109,Hyundai Verna 1.6 SX VTVT,Mumbai,2016,52001,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,,6.45,9,Hyundai,Verna1.6
1112,Hyundai EON Era,Jaipur,2014,18000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,2.5,11,Hyundai,EONEra
1114,Hyundai i20 Magna 1.4 CRDi,Hyderabad,2016,33016,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,6.85,9,Hyundai,i20Magna
1124,Hyundai i10 Magna AT,Bangalore,2009,60000,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,,2.99,16,Hyundai,i10Magna
1130,Hyundai Grand i10 CRDi Magna,Kochi,2016,57738,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,5.04,9,Hyundai,Grandi10
1139,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,8471,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.54 Lakh,5.0,8,Hyundai,Grandi10
1153,Hyundai Santro Xing XL eRLX Euro III,Kolkata,2007,43206,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,,0.99,18,Hyundai,SantroXing
1157,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,20000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,7.82 Lakh,5.98,8,Hyundai,Grandi10
1159,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,50234,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.32 Lakh,4.77,7,Hyundai,Grandi10
1166,Hyundai Xcent 1.2 Kappa SX,Kolkata,2016,32000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,,3.6,9,Hyundai,Xcent1.2
1167,Hyundai i20 1.2 Magna,Ahmedabad,2010,65000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,3.0,15,Hyundai,i201.2
1177,Hyundai i10 Era,Jaipur,2013,46230,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,3.1,12,Hyundai,i10Era
1179,Hyundai i20 1.2 Asta,Jaipur,2018,5000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.5,7,Hyundai,i201.2
1187,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2015,40600,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5,15.14 Lakh,7.2,10,Hyundai,VernaVTVT
1188,Hyundai Verna CRDi 1.6 AT SX Option,Ahmedabad,2013,87000,Diesel,Automatic,First,22.0 kmpl,1582 CC,126.2 bhp,5,15.72 Lakh,5.9,12,Hyundai,VernaCRDi
1190,Hyundai i10 Magna Optional 1.1L,Kolkata,2010,27089,Petrol,Manual,First,16.0 kmpl,1086 CC,66.7 bhp,5,,1.95,15,Hyundai,i10Magna
1210,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2017,16100,Petrol,Automatic,First,17.1 kmpl,1591 CC,121.4 bhp,5,,11.6,8,Hyundai,Verna1.6
1232,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,170000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,4.0,9,Hyundai,Xcent1.1
1234,Hyundai i10 Sportz,Pune,2009,62500,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.1,16,Hyundai,i10Sportz
1238,Hyundai i20 Magna Optional 1.4 CRDi,Mumbai,2014,12400,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,,4.65,11,Hyundai,i20Magna
1241,Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2017,52383,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,14.82,8,Hyundai,Creta1.6
1250,Hyundai i10 Sportz,Kochi,2015,16900,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.87,10,Hyundai,i10Sportz
1251,Hyundai i10 Sportz,Delhi,2013,62334,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.75,12,Hyundai,i10Sportz
1253,Hyundai Accent Executive,Jaipur,2010,52325,Petrol,Manual,First,16.36 kmpl,1495 CC,93.7 bhp,5,,2.0,15,Hyundai,AccentExecutive
1256,Hyundai Xcent 1.2 VTVT S,Bangalore,2014,54000,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5,7.85 Lakh,5.5,11,Hyundai,Xcent1.2
1261,Hyundai i20 Asta 1.4 CRDi,Kochi,2015,46950,Diesel,Manual,First,21.27 kmpl,1396 CC,88.76 bhp,5,,6.45,10,Hyundai,i20Asta
1271,Hyundai Santro GLS I - Euro II,Jaipur,2009,89000,Petrol,Manual,Second,0.0 kmpl,999 CC,null bhp,5,,1.6,16,Hyundai,SantroGLS
1273,Hyundai Grand i10 Sportz,Ahmedabad,2017,17125,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.4,8,Hyundai,Grandi10
1280,Hyundai i20 1.2 Magna,Kolkata,2010,18000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,2.3,15,Hyundai,i201.2
1281,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2018,35070,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,5.99,7,Hyundai,Grandi10
1283,Hyundai i10 Sportz 1.2,Kolkata,2009,40000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,1.7,16,Hyundai,i10Sportz
1284,Hyundai i20 Asta,Kolkata,2009,43000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,1.99,16,Hyundai,i20Asta
1293,Hyundai Grand i10 AT Asta,Mumbai,2015,29631,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,4.9,10,Hyundai,Grandi10
1304,Hyundai i20 Magna Optional 1.2,Delhi,2013,63777,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,5,,3.67,12,Hyundai,i20Magna
1311,Hyundai Grand i10 CRDi Magna,Delhi,2014,45000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,3.49,11,Hyundai,Grandi10
1313,Hyundai Verna CRDi 1.4 E,Chennai,2008,121097,Diesel,Manual,Second,24.0 kmpl,1396 CC,88.76 bhp,5,10.73 Lakh,1.9,17,Hyundai,VernaCRDi
1329,Hyundai i10 Sportz AT,Kochi,2014,61517,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,,4.39,11,Hyundai,i10Sportz
1331,Hyundai i20 Magna 1.4 CRDi,Delhi,2015,66823,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5,,4.83,10,Hyundai,i20Magna
1333,Hyundai i20 Asta 1.4 CRDi,Chennai,2012,107000,Diesel,Manual,Second,21.27 kmpl,1396 CC,88.76 bhp,5,,4.5,13,Hyundai,i20Asta
1338,Hyundai Xcent 1.2 Kappa SX,Mumbai,2016,10200,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,,4.99,9,Hyundai,Xcent1.2
1354,Hyundai Santro Xing GL,Kochi,2011,20842,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5,,2.78,14,Hyundai,SantroXing
1355,Hyundai Santa Fe 4WD AT,Chennai,2014,110000,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,7,,14.4,11,Hyundai,SantaFe
1363,Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,2018,20667,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,5,8.63 Lakh,7.55,7,Hyundai,Grandi10
1368,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2019,18453,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.68 Lakh,6.17,6,Hyundai,Grandi10
1369,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,96578,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5,14.07 Lakh,2.5,17,Hyundai,VernaCRDi
1371,Hyundai Verna 1.6 SX,Jaipur,2012,65900,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,5.75,13,Hyundai,Verna1.6
1372,Hyundai Creta 1.6 VTVT E Plus,Bangalore,2017,26246,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,,10.75,8,Hyundai,Creta1.6
1378,Hyundai i20 Era 1.4 CRDi,Kochi,2014,46566,Diesel,Manual,First,22.54 kmpl,1396 CC,88.76 bhp,5,,4.4,11,Hyundai,i20Era
1383,Hyundai Getz 1.5 CRDi GVS,Jaipur,2009,97359,Diesel,Manual,Second,17.1 kmpl,1493 CC,110 bhp,5,,1.8,16,Hyundai,Getz1.5
1391,Hyundai Verna 1.6 SX CRDi (O),Delhi,2012,70707,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,4.28,13,Hyundai,Verna1.6
1393,Hyundai Grand i10 1.2 Kappa Magna AT,Bangalore,2018,3000,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,5,7.98 Lakh,6.2,7,Hyundai,Grandi10
1396,Hyundai i10 Era 1.1 iTech SE,Jaipur,2010,52000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,,2.25,15,Hyundai,i10Era
1411,Hyundai Verna CRDi SX,Ahmedabad,2013,75000,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5,,6.0,12,Hyundai,VernaCRDi
1417,Hyundai i20 1.2 Spotz,Mumbai,2017,18673,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.22,8,Hyundai,i201.2
1418,Hyundai EON Era Plus,Kolkata,2016,11583,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,2.75,9,Hyundai,EONEra
1419,Hyundai Santro Xing XL,Chennai,2007,82000,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,5,,1.35,18,Hyundai,SantroXing
1431,Hyundai Verna 1.6 SX CRDI (O) AT,Kochi,2016,44875,Diesel,Automatic,Second,22.32 kmpl,1582 CC,126.32 bhp,5,,8.01,9,Hyundai,Verna1.6
1438,Hyundai i20 Asta 1.2,Mumbai,2015,42575,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,5.05,10,Hyundai,i20Asta
1448,Hyundai Verna 1.6 VTVT S,Jaipur,2015,89000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,,7.5,10,Hyundai,Verna1.6
1449,Hyundai i20 1.4 Asta (AT),Chennai,2009,72000,Petrol,Automatic,Third,15.0 kmpl,1396 CC,100 bhp,5,,3.25,16,Hyundai,i201.4
1452,Hyundai Elite i20 Petrol Asta,Kochi,2017,13460,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,,8.91,8,Hyundai,Elitei20
1453,Hyundai Verna 1.6 VTVT EX AT,Kochi,2014,35642,Petrol,Automatic,First,17.01 kmpl,1591 CC,121.4 bhp,5,,6.69,11,Hyundai,Verna1.6
1472,Hyundai Elantra 2.0 SX Option AT,Delhi,2017,9500,Petrol,Automatic,First,14.62 kmpl,1999 CC,149.92 bhp,5,21.77 Lakh,16.35,8,Hyundai,Elantra2.0
1487,Hyundai i20 1.4 CRDi Asta,Kolkata,2011,37000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,2.95,14,Hyundai,i201.4
1490,Hyundai Creta 1.6 SX Automatic Diesel,Chennai,2016,55000,Diesel,Automatic,First,17.6 kmpl,1582 CC,126.2 bhp,5,18.35 Lakh,12.5,9,Hyundai,Creta1.6
1500,Hyundai i20 Asta (o),Delhi,2014,42365,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,5.5,11,Hyundai,i20Asta
1527,Hyundai i10 Sportz,Chennai,2012,49000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.0,13,Hyundai,i10Sportz
1533,Hyundai Verna 1.6 SX VTVT,Pune,2014,48000,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5,,5.2,11,Hyundai,Verna1.6
1540,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,2016,68000,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,,9.85,9,Hyundai,Creta1.6
1543,Hyundai Verna 1.6 CRDI,Mumbai,2011,74000,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.3 bhp,5,,3.75,14,Hyundai,Verna1.6
1561,Hyundai Creta 1.6 CRDi SX,Pune,2017,38767,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,12.6,8,Hyundai,Creta1.6
1566,Hyundai Elantra CRDi SX AT,Mumbai,2013,51000,Diesel,Automatic,First,19.5 kmpl,1582 CC,126.24 bhp,5,,8.75,12,Hyundai,ElantraCRDi
1572,Hyundai Verna 1.6 CRDI,Kolkata,2014,32000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5,,4.3,11,Hyundai,Verna1.6
1576,Hyundai Grand i10 1.2 CRDi Sportz Option,Kolkata,2014,42277,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5,,3.85,11,Hyundai,Grandi10
1579,Hyundai Grand i10 Asta Option,Bangalore,2015,50000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.75,10,Hyundai,Grandi10
1580,Hyundai i10 Magna 1.2,Mumbai,2008,62000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,,1.65,17,Hyundai,i10Magna
1586,Hyundai EON Era,Coimbatore,2013,65060,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3.32,12,Hyundai,EONEra
1593,Hyundai EON Magna Plus,Hyderabad,2013,20000,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5,,2.3,12,Hyundai,EONMagna
1607,Hyundai i20 1.2 Sportz Option,Chennai,2011,32200,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5,,3.25,14,Hyundai,i201.2
1614,Hyundai i20 1.4 CRDi Asta,Hyderabad,2012,60788,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,4.5,13,Hyundai,i201.4
1617,Hyundai i20 1.2 Sportz,Bangalore,2012,52237,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,4.5,13,Hyundai,i201.2
1618,Hyundai Verna 1.6 SX,Chennai,2012,128000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,5.0,13,Hyundai,Verna1.6
1619,Hyundai i10 Era 1.1,Delhi,2011,54000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,2.2,14,Hyundai,i10Era
1623,Hyundai i10 Magna(O) with Sun Roof,Pune,2008,68000,Petrol,Manual,Second,16.0 kmpl,1086 CC,66.7 bhp,5,,2.0,17,Hyundai,i10Magna(O)
1624,Hyundai i10 Magna 1.2,Jaipur,2010,81402,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,,2.1,15,Hyundai,i10Magna
1630,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2018,2500,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,,12.75,7,Hyundai,Creta1.6
1638,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2017,34429,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,5.5,8,Hyundai,Grandi10
1651,Hyundai Grand i10 AT Asta,Coimbatore,2017,23576,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,7.08,8,Hyundai,Grandi10
1658,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2015,52191,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,7.78,10,Hyundai,Verna1.6
1659,Hyundai i20 1.4 Asta CRDi with AVN,Hyderabad,2016,77076,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,6.75,9,Hyundai,i201.4
1661,Hyundai i10 Magna,Kolkata,2013,21000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.35,12,Hyundai,i10Magna
1665,Hyundai i20 1.2 Sportz Option,Kochi,2014,55804,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,4.76,11,Hyundai,i201.2
1670,Hyundai EON Sportz,Hyderabad,2017,31829,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3.65,8,Hyundai,EONSportz
1674,Hyundai i20 1.2 Spotz,Coimbatore,2018,22684,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,7.8,7,Hyundai,i201.2
1677,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,12248,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.54 Lakh,4.9,8,Hyundai,Grandi10
1682,Hyundai Grand i10 Sportz,Delhi,2016,81605,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4.53,9,Hyundai,Grandi10
1684,Hyundai Verna 1.6 SX VTVT AT,Pune,2014,34200,Petrol,Automatic,First,15.74 kmpl,1591 CC,121.3 bhp,5,,6.5,11,Hyundai,Verna1.6
1692,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,10393,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.62 Lakh,6.03,7,Hyundai,Grandi10
1694,Hyundai i10 Sportz AT,Chennai,2013,21000,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,,3.96,12,Hyundai,i10Sportz
1695,Hyundai i20 1.4 CRDi Asta,Hyderabad,2011,113562,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,4.6,14,Hyundai,i201.4
1698,Hyundai i20 1.2 Magna Executive,Jaipur,2017,58500,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.25,8,Hyundai,i201.2
1700,Hyundai Verna CRDi SX,Chennai,2011,108242,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5,,4.25,14,Hyundai,VernaCRDi
1705,Hyundai i10 Era 1.1,Kochi,2013,34697,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,3.7,12,Hyundai,i10Era
1706,Hyundai i20 1.2 Sportz,Hyderabad,2012,58000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,4.0,13,Hyundai,i201.2
1711,Hyundai Accent GLE,Kolkata,2005,45200,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5,,0.9,20,Hyundai,AccentGLE
1720,Hyundai Grand i10 Sportz,Coimbatore,2015,36840,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.64,10,Hyundai,Grandi10
1733,Hyundai Elite i20 Petrol Asta,Coimbatore,2018,32851,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,,8.34,7,Hyundai,Elitei20
1737,Hyundai Grand i10 Sportz,Kochi,2016,19947,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.04,9,Hyundai,Grandi10
1758,Hyundai i20 1.2 Magna,Chennai,2011,37442,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,3.4,14,Hyundai,i201.2
1761,Hyundai Grand i10 Magna,Jaipur,2014,42355,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4.0,11,Hyundai,Grandi10
1767,Hyundai i20 1.2 Magna Executive,Kochi,2016,28470,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.95,9,Hyundai,i201.2
1768,Hyundai EON 1.0 Kappa Magna Plus Optional,Kolkata,2014,9759,Petrol,Manual,First,20.3 kmpl,998 CC,68.05 bhp,5,,2.75,11,Hyundai,EON1.0
1770,Hyundai i20 Sportz 1.2,Chennai,2017,8000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.75,8,Hyundai,i20Sportz
1774,Hyundai Xcent 1.2 Kappa AT S Option,Chennai,2015,53000,Petrol,Automatic,Second,16.9 kmpl,1197 CC,81.86 bhp,5,,4.0,10,Hyundai,Xcent1.2
1776,Hyundai Verna 1.6 SX VTVT (O),Pune,2013,21107,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,5.25,12,Hyundai,Verna1.6
1778,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,19623,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,,13.12,8,Hyundai,Creta1.6
1784,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,43041,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,8.1 Lakh,6.01,9,Hyundai,Grandi10
1793,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2017,31184,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.4 Lakh,5.0,8,Hyundai,Grandi10
1804,Hyundai Verna 1.6 SX,Coimbatore,2014,83558,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,6.98,11,Hyundai,Verna1.6
1806,Hyundai EON D Lite Plus,Kolkata,2013,36000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,1.95,12,Hyundai,EOND
1810,Hyundai Xcent 1.1 CRDi S,Pune,2015,58000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,5.5,10,Hyundai,Xcent1.1
1813,Hyundai i20 Sportz Petrol,Mumbai,2010,73000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,2.75,15,Hyundai,i20Sportz
1814,Hyundai Elantra CRDi SX,Jaipur,2012,98008,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5,,6.25,13,Hyundai,ElantraCRDi
